class,class_title,counts,yr,patents,uspc,ctg,hjt_num,hjt
002,Apparel,original,1995,270,2,100,63,Others
004,"Baths, Closets, Sinks, and Spittoons",original,1995,230,4,100,65,Others
005,Beds,original,1995,268,5,100,65,Others
007,Compound Tools,original,1995,14,7,100,59,Mechanical
008,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,original,1995,188,8,100,11,Chemical
012,Boot and Shoe Making,original,1995,7,12,100,63,Others
014,Bridges,original,1995,44,14,100,69,Others
015,"Brushing, Scrubbing, and General Cleaning",original,1995,432,15,100,69,Others
016,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",original,1995,148,16,100,59,Mechanical
019,Textiles:  Fiber Preparation,original,1995,66,19,100,11,Chemical
023,Chemistry: Physical Processes,original,1995,12,23,100,19,Chemical
024,"Buckles, Buttons, Clasps, Etc.",original,1995,236,24,100,63,Others
026,Textiles: Cloth Finishing,original,1995,26,26,100,63,Others
027,Undertaking,original,1995,14,27,100,69,Others
028,Textiles:  Manufacturing,original,1995,60,28,100,63,Others
029,Metal Working,original,1995,878,29,100,52,Mechanical
030,Cutlery,original,1995,213,30,100,65,Others
033,Geometrical Instruments,original,1995,320,33,100,69,Others
034,Drying and Gas or Vapor Contact with Solids,original,1995,167,34,100,19,Chemical
036,"Boots, Shoes, and Leggings",original,1995,160,36,100,63,Others
037,Excavating,original,1995,86,37,100,64,Others
038,Textiles:  Ironing or Smoothing,original,1995,29,38,100,63,Others
040,"Card, Picture, or Sign Exhibiting",original,1995,191,40,100,69,Others
042,Firearms,original,1995,139,42,100,59,Mechanical
043,"Fishing, Trapping, and Vermin Destroying",original,1995,212,43,100,61,Others
044,Fuel and Related Compositions,original,1995,96,44,100,19,Chemical
047,Plant Husbandry,original,1995,173,47,100,61,Others
048,Gas: Heating and Illuminating,original,1995,34,48,100,13,Chemical
049,Movable or Removable Closures,original,1995,174,49,100,59,Mechanical
051,"Abrasive Tool Making Process, Material, or Composition",original,1995,51,51,100,59,Mechanical
052,"Static Structures (e.g., Buildings)",original,1995,616,52,100,69,Others
053,Package Making,original,1995,418,53,100,68,Others
054,Harness for Working Animal,original,1995,16,54,100,69,Others
055,Gas Separation,original,1995,77,55,100,13,Chemical
056,Harvesters,original,1995,198,56,100,61,Others
057,"Textiles:  Spinning, Twisting, and Twining",original,1995,111,57,100,63,Others
059,"Chain, Staple, and Horseshoe Making",original,1995,20,59,100,69,Others
060,Power Plants,original,1995,620,60,100,45,Electrical & Electronic
062,Refrigeration,original,1995,636,62,100,69,Others
063,Jewelry,original,1995,36,63,100,69,Others
065,Glass Manufacturing,original,1995,101,65,100,51,Mechanical
066,Textiles:  Knitting,original,1995,69,66,100,63,Others
068,Textiles:  Fluid Treating Apparatus,original,1995,62,68,100,63,Others
069,Leather Manufactures,original,1995,0,69,100,63,Others
070,Locks,original,1995,210,70,100,65,Others
071,Chemistry: Fertilizers,original,1995,61,71,100,11,Chemical
072,Metal Deforming,original,1995,277,72,100,52,Mechanical
073,Measuring and Testing,original,1995,1356,73,100,43,Electrical & Electronic
074,Machine Element or Mechanism,original,1995,373,74,100,59,Mechanical
075,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",original,1995,245,75,100,52,Mechanical
076,"Metal Tools and Implements, Making",original,1995,44,76,100,52,Mechanical
079,Button Making,original,1995,0,79,100,63,Others
081,Tools,original,1995,142,81,100,59,Mechanical
082,Turning,original,1995,33,82,100,51,Mechanical
083,Cutting,original,1995,183,83,100,51,Mechanical
084,Music,original,1995,343,84,100,69,Others
086,Ammunition and Explosive-Charge Making,original,1995,16,86,100,59,Mechanical
087,"Textiles: Braiding, Netting, and Lace Making",original,1995,11,87,100,63,Others
089,Ordnance,original,1995,131,89,100,59,Mechanical
091,Motors: Expansible Chamber Type,original,1995,67,91,100,53,Mechanical
092,Expansible Chamber Devices,original,1995,101,92,100,53,Mechanical
095,Gas Separation:  Processes,original,1995,135,95,100,13,Chemical
096,Gas Separation:  Apparatus,original,1995,97,96,100,13,Chemical
099,Foods and Beverages: Apparatus,original,1995,309,99,100,61,Others
100,Presses,original,1995,99,100,100,59,Mechanical
101,Printing,original,1995,339,101,200,69,Others
102,Ammunition and Explosives,original,1995,180,102,200,19,Chemical
104,Railways,original,1995,82,104,200,55,Mechanical
105,Railway Rolling Stock,original,1995,78,105,200,55,Mechanical
106,Compositions:  Coating or Plastic,original,1995,406,106,200,12,Chemical
108,Horizontally Supported Planar Surfaces,original,1995,138,108,200,69,Others
109,"Safes, Bank Protection, or a Related Device",original,1995,11,109,200,69,Others
110,Furnaces,original,1995,80,110,200,66,Others
111,Planting,original,1995,41,111,200,61,Others
112,Sewing,original,1995,134,112,200,63,Others
114,Ships,original,1995,268,114,200,55,Mechanical
116,Signals and Indicators,original,1995,58,116,200,69,Others
117,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",original,1995,177,117,200,19,Chemical
118,Coating Apparatus,original,1995,323,118,200,12,Chemical
119,Animal Husbandry,original,1995,248,119,200,61,Others
122,Liquid Heaters and Vaporizers,original,1995,47,122,200,66,Others
123,Internal-Combustion Engines,original,1995,864,123,200,53,Mechanical
124,Mechanical Guns and Projectors,original,1995,108,124,200,59,Mechanical
125,Stone Working,original,1995,20,125,200,51,Mechanical
126,Stoves and Furnaces,original,1995,169,126,200,66,Others
127,"Sugar, Starch, and Carbohydrates",original,1995,23,127,200,11,Chemical
128,Surgery,original,1995,389,128,200,32,Drugs & Medical
131,Tobacco,original,1995,90,131,200,61,Others
132,Toilet,original,1995,96,132,200,65,Others
134,Cleaning and Liquid Contact with Solids,original,1995,321,134,200,69,Others
135,"Tent, Canopy, Umbrella, or Cane",original,1995,90,135,200,69,Others
136,Batteries:  Thermoelectric and Photoelectric,original,1995,91,136,200,45,Electrical & Electronic
137,Fluid Handling,original,1995,581,137,200,69,Others
138,Pipes and Tubular Conduits,original,1995,127,138,200,67,Others
139,Textiles:  Weaving,original,1995,119,139,200,63,Others
140,Wireworking,original,1995,26,140,200,52,Mechanical
141,"Fluent Material Handling, with Receiver or Receiver Coacting Means",original,1995,209,141,200,51,Mechanical
142,Wood Turning,original,1995,1,142,200,51,Mechanical
144,Woodworking,original,1995,101,144,200,51,Mechanical
147,Coopering,original,1995,1,147,200,52,Mechanical
148,Metal Treatment,original,1995,378,148,200,52,Mechanical
149,Explosive and Thermic Compositions or Charges,original,1995,52,149,200,19,Chemical
150,"Purses, Wallets, and Protective Covers",original,1995,15,150,200,69,Others
152,Resilient Tires and Wheels,original,1995,135,152,200,55,Mechanical
156,Adhesive Bonding and Miscellaneous Chemical Manufacture,original,1995,806,156,200,19,Chemical
157,Wheelwright Machines,original,1995,8,157,200,59,Mechanical
159,Concentrating Evaporators,original,1995,12,159,200,19,Chemical
160,"Flexible or Portable Closure, Partition, or Panel",original,1995,125,160,200,69,Others
162,Paper Making and Fiber Liberation,original,1995,224,162,200,19,Chemical
163,Needle and Pin Making,original,1995,0,163,200,52,Mechanical
164,Metal Founding,original,1995,175,164,200,52,Mechanical
165,Heat Exchange,original,1995,253,165,200,66,Others
166,Wells,original,1995,407,166,200,64,Others
168,Farriery,original,1995,2,168,200,69,Others
169,Fire Extinguishers,original,1995,32,169,200,69,Others
171,Unearthing Plants or Buried Objects,original,1995,8,171,200,64,Others
172,Earth Working,original,1995,109,172,200,64,Others
173,Tool Driving or Impacting,original,1995,53,173,200,51,Mechanical
174,Electricity:  Conductors and Insulators,original,1995,404,174,200,41,Electrical & Electronic
175,Boring or Penetrating the Earth,original,1995,170,175,200,64,Others
177,Weighing Scales,original,1995,41,177,200,69,Others
178,Telegraphy,original,1995,42,178,200,21,Computers & Communications
180,Motor Vehicles,original,1995,215,180,200,55,Mechanical
181,Acoustics,original,1995,112,181,200,69,Others
182,"Fire Escape, Ladder, or Scaffold",original,1995,104,182,200,65,Others
184,Lubrication,original,1995,53,184,200,59,Mechanical
185,"Motors:  Spring, Weight, or Animal Powered",original,1995,5,185,200,53,Mechanical
186,Merchandising,original,1995,9,186,200,69,Others
187,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",original,1995,101,187,200,55,Mechanical
188,Brakes,original,1995,275,188,200,53,Mechanical
190,Trunks and Hand-Carried Luggage,original,1995,37,190,200,69,Others
191,Electricity:  Transmission To Vehicles,original,1995,10,191,200,49,Electrical & Electronic
192,Clutches and Power-Stop Control,original,1995,177,192,200,53,Mechanical
193,"Conveyors, Chutes, Skids, Guides, and Ways",original,1995,14,193,200,59,Mechanical
194,Check-Actuated Control Mechanisms,original,1995,89,194,200,59,Mechanical
196,Mineral Oils: Apparatus,original,1995,2,196,200,19,Chemical
198,Conveyors:  Power-Driven,original,1995,327,198,200,59,Mechanical
199,Type Casting,original,1995,0,199,200,69,Others
200,Electricity:  Circuit Makers and Breakers,original,1995,240,200,200,41,Electrical & Electronic
201,"Distillation: Processes, Thermolytic",original,1995,13,201,300,19,Chemical
202,Distillation: Apparatus,original,1995,36,202,300,19,Chemical
203,"Distillation: Processes, Separatory",original,1995,81,203,300,19,Chemical
204,Chemistry:  Electrical and Wave Energy,original,1995,488,204,300,19,Chemical
205,"Electrolysis:  Processes, Compositions Used Therein, and Methods of Preparing the Compositions",original,1995,329,205,300,19,Chemical
206,Special Receptacle or Package,original,1995,632,206,300,68,Others
208,Mineral Oils: Processes and Products,original,1995,183,208,300,19,Chemical
209,"Classifying, Separating, and Assorting Solids",original,1995,182,209,300,51,Mechanical
210,Liquid Purification or Separation,original,1995,1043,210,300,19,Chemical
211,Supports:  Racks,original,1995,185,211,300,65,Others
212,Traversing Hoists,original,1995,26,212,300,59,Mechanical
213,Railway Draft Appliances,original,1995,14,213,300,55,Mechanical
215,Bottles and Jars,original,1995,156,215,300,68,Others
216,Etching a Substrate:  Processes,original,1995,208,216,300,19,Chemical
217,Wooden Receptacles,original,1995,2,217,300,68,Others
218,High-Voltage Switches with Arc Preventing or Extinguishing Devices,original,1995,26,218,300,49,Electrical & Electronic
219,Electric Heating,original,1995,639,219,300,49,Electrical & Electronic
220,Receptacles,original,1995,377,220,300,68,Others
221,Article Dispensing,original,1995,119,221,300,51,Mechanical
222,Dispensing,original,1995,520,222,300,19,Chemical
223,Apparel Apparatus,original,1995,49,223,300,63,Others
224,Package and Article Carriers,original,1995,256,224,300,68,Others
225,Severing by Tearing or Breaking,original,1995,32,225,300,51,Mechanical
226,Advancing Material of Indeterminate Length,original,1995,42,226,300,51,Mechanical
227,Elongated-Member-Driving Apparatus,original,1995,93,227,300,59,Mechanical
228,Metal Fusion Bonding,original,1995,241,228,300,52,Mechanical
229,"Envelopes, Wrappers, and Paperboard Boxes",original,1995,186,229,300,68,Others
231,Whips and Whip Apparatus,original,1995,0,231,300,69,Others
232,Deposit and Collection Receptacles,original,1995,38,232,300,68,Others
234,"Selective Cutting (e.g., Punching)",original,1995,0,234,300,51,Mechanical
235,Registers,original,1995,365,235,300,59,Mechanical
236,Automatic Temperature and Humidity Regulation,original,1995,59,236,300,69,Others
237,Heating Systems,original,1995,19,237,300,66,Others
238,Railways:  Surface Track,original,1995,20,238,300,55,Mechanical
239,"Fluid Sprinkling, Spraying, and Diffusing",original,1995,340,239,300,59,Mechanical
241,Solid Material Comminution or Disintegration,original,1995,225,241,300,51,Mechanical
242,"Winding, Tensioning, or Guiding",original,1995,367,242,300,51,Mechanical
244,Aeronautics and Astronautics,original,1995,238,244,300,55,Mechanical
245,Wire Fabrics and Structure,original,1995,0,245,300,69,Others
246,Railway Switches and Signals,original,1995,33,246,300,55,Mechanical
248,Supports,original,1995,492,248,300,69,Others
249,Static Molds,original,1995,31,249,300,69,Others
250,Radiant Energy,original,1995,1110,250,300,44,Electrical & Electronic
251,Valves and Valve Actuation,original,1995,166,251,300,53,Mechanical
252,Compositions,original,1995,502,252,300,19,Chemical
254,Implements or Apparatus for Applying Pushing or Pulling Force,original,1995,72,254,300,59,Mechanical
256,Fences,original,1995,38,256,300,65,Others
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",original,1995,1368,257,300,46,Electrical & Electronic
258,Railway Mail Delivery,original,1995,0,258,300,55,Mechanical
260,Chemistry of Carbon Compounds,original,1995,3,260,300,19,Chemical
261,Gas and Liquid Contact Apparatus,original,1995,75,261,300,19,Chemical
264,Plastic and Nonmetallic Article Shaping or Treating: Processes,original,1995,805,264,300,51,Mechanical
266,Metallurgical Apparatus,original,1995,120,266,300,52,Mechanical
267,Spring Devices,original,1995,107,267,300,59,Mechanical
269,Work Holders,original,1995,57,269,300,69,Others
270,Sheet-Material Associating,original,1995,63,270,300,52,Mechanical
271,Sheet Feeding or Delivering,original,1995,261,271,300,51,Mechanical
273,Amusement Devices:  Games,original,1995,339,273,300,62,Others
276,Typesetting,original,1995,0,276,300,69,Others
277,Seal for a Joint or Juncture,original,1995,134,277,300,67,Others
278,Land Vehicles:  Animal Draft Appliances,original,1995,0,278,300,69,Others
279,Chucks or Sockets,original,1995,52,279,300,69,Others
280,Land Vehicles,original,1995,926,280,300,55,Mechanical
281,"Books, Strips, and Leaves",original,1995,45,281,300,69,Others
283,Printed Matter,original,1995,100,283,300,69,Others
285,Pipe Joints or Couplings,original,1995,265,285,300,67,Others
289,Knots and Knot Tying,original,1995,1,289,300,69,Others
290,Prime-Mover Dynamo Plants,original,1995,34,290,300,45,Electrical & Electronic
291,Track Sanders,original,1995,0,291,300,59,Mechanical
292,Closure Fasteners,original,1995,134,292,300,69,Others
293,Vehicle Fenders,original,1995,19,293,300,55,Mechanical
294,Handling:  Hand and Hoist-Line Implements,original,1995,164,294,300,59,Mechanical
295,Railway Wheels and Axles,original,1995,0,295,300,55,Mechanical
296,Land Vehicles:  Bodies and Tops,original,1995,239,296,300,55,Mechanical
297,Chairs and Seats,original,1995,344,297,300,65,Others
298,Land Vehicles:  Dumping,original,1995,20,298,300,55,Mechanical
299,Mining or In Situ Disintegration of Hard Material,original,1995,43,299,300,64,Others
300,"Brush, Broom, and Mop Making",original,1995,13,300,300,69,Others
301,Land Vehicles:  Wheels and Axles,original,1995,48,301,400,55,Mechanical
303,Fluid-Pressure and Analogous Brake Systems,original,1995,220,303,400,53,Mechanical
305,Wheel Substitutes for Land Vehicles,original,1995,22,305,400,55,Mechanical
307,Electrical Transmission or Interconnection Systems,original,1995,164,307,400,NA,NA
310,Electrical Generator or Motor Structure,original,1995,432,310,400,45,Electrical & Electronic
312,Supports:  Cabinet Structure,original,1995,213,312,400,65,Others
313,Electric Lamp and Discharge Devices,original,1995,299,313,400,42,Electrical & Electronic
314,Electric Lamp and Discharge Devices: Consumable Electrodes,original,1995,0,314,400,42,Electrical & Electronic
315,Electric Lamp and Discharge Devices:  Systems,original,1995,401,315,400,42,Electrical & Electronic
318,Electricity:  Motive Power Systems,original,1995,422,318,400,45,Electrical & Electronic
320,Electricity:  Battery or Capacitor Charging or Discharging,original,1995,102,320,400,45,Electrical & Electronic
322,Electricity:  Single Generator Systems,original,1995,18,322,400,45,Electrical & Electronic
323,Electricity:  Power Supply or Regulation Systems,original,1995,168,323,400,45,Electrical & Electronic
324,Electricity:  Measuring and Testing,original,1995,1020,324,400,43,Electrical & Electronic
326,Electronic Digital Logic Circuitry,original,1995,356,326,400,46,Electrical & Electronic
327,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",original,1995,642,327,400,41,Electrical & Electronic
329,Demodulators,original,1995,42,329,400,41,Electrical & Electronic
330,Amplifiers,original,1995,252,330,400,41,Electrical & Electronic
331,Oscillators,original,1995,173,331,400,41,Electrical & Electronic
332,Modulators,original,1995,48,332,400,41,Electrical & Electronic
333,Wave Transmission Lines and Networks,original,1995,236,333,400,21,Computers & Communications
334,Tuners,original,1995,1,334,400,41,Electrical & Electronic
335,"Electricity:  Magnetically Operated Switches, Magnets, and Electromagnets",original,1995,156,335,400,41,Electrical & Electronic
336,Inductor Devices,original,1995,66,336,400,41,Electrical & Electronic
337,Electricity:  Electrothermally or Thermally Actuated Switches,original,1995,31,337,400,41,Electrical & Electronic
338,Electrical Resistors,original,1995,49,338,400,41,Electrical & Electronic
340,Communications:  Electrical,original,1995,828,340,400,21,Computers & Communications
341,Coded Data Generation or Conversion,original,1995,313,341,400,22,Computers & Communications
342,"Communications:  Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",original,1995,341,342,400,21,Computers & Communications
343,Communications:  Radio Wave Antennas,original,1995,217,343,400,21,Computers & Communications
345,Computer Graphics Processing and Selective Visual Display Systems,original,1995,761,345,400,23,Computers & Communications
346,Recorders,original,1995,33,346,400,NA,NA
347,Incremental Printing of Symbolic Information,original,1995,500,347,400,23,Computers & Communications
348,Television,original,1995,940,348,400,NA,NA
349,"Liquid Crystal Cells, Elements and Systems",original,1995,257,349,400,19,Chemical
351,"Optics:  Eye Examining, Vision Testing and Correcting",original,1995,202,351,400,39,Drugs & Medical
352,Optics:  Motion Pictures,original,1995,13,352,400,54,Mechanical
353,Optics:  Image Projectors,original,1995,87,353,400,54,Mechanical
355,Photocopying,original,1995,150,355,400,54,Mechanical
356,Optics:  Measuring and Testing,original,1995,768,356,400,43,Electrical & Electronic
358,Facsimile and Static Presentation Processing,original,1995,587,358,400,21,Computers & Communications
359,Optical: Systems and Elements,original,1995,753,359,400,54,Mechanical
360,Dynamic Magnetic Information Storage or Retrieval,original,1995,781,360,400,24,Computers & Communications
361,Electricity:  Electrical Systems and Devices,original,1995,855,361,400,45,Electrical & Electronic
362,Illumination,original,1995,539,362,400,42,Electrical & Electronic
363,Electric Power Conversion Systems,original,1995,222,363,400,45,Electrical & Electronic
365,Static Information Storage and Retrieval,original,1995,922,365,400,24,Computers & Communications
366,Agitating,original,1995,175,366,400,19,Chemical
367,"Communications, Electrical: Acoustic Wave Systems and Devices",original,1995,189,367,400,21,Computers & Communications
368,Horology: Time Measuring Systems or Devices,original,1995,100,368,400,69,Others
369,Dynamic Information Storage or Retrieval,original,1995,641,369,400,24,Computers & Communications
370,Multiplex Communications,original,1995,872,370,400,21,Computers & Communications
372,Coherent Light Generators,original,1995,412,372,400,42,Electrical & Electronic
373,Industrial Electric Heating Furnaces,original,1995,51,373,400,66,Others
374,Thermal Measuring and Testing,original,1995,59,374,400,43,Electrical & Electronic
375,Pulse or Digital Communications,original,1995,718,375,400,21,Computers & Communications
376,"Induced Nuclear Reactions:  Processes, Systems, and Elements",original,1995,185,376,400,44,Electrical & Electronic
377,"Electrical Pulse Counters, Pulse Dividers, or Shift Registers:  Circuits and Systems",original,1995,80,377,400,NA,NA
378,X-Ray or Gamma Ray Systems or Devices,original,1995,279,378,400,44,Electrical & Electronic
379,Telephonic Communications,original,1995,648,379,400,21,Computers & Communications
380,Cryptography,original,1995,137,380,400,22,Computers & Communications
381,Electrical Audio Signal Processing Systems and Devices,original,1995,257,381,400,NA,NA
382,Image Analysis,original,1995,407,382,400,22,Computers & Communications
383,Flexible Bags,original,1995,65,383,400,68,Others
384,Bearings,original,1995,227,384,400,59,Mechanical
385,Optical Waveguides,original,1995,563,385,400,21,Computers & Communications
386,Motion Video Signal Processing for Recording or Reproducing,original,1995,179,386,400,NA,NA
388,Electricity:  Motor Control Systems,original,1995,22,388,400,45,Electrical & Electronic
392,Electric Resistance Heating Devices,original,1995,71,392,400,41,Electrical & Electronic
396,Photography,original,1995,483,396,400,54,Mechanical
398,Optical Communications,original,1995,214,398,400,NA,NA
399,Electrophotography,original,1995,634,399,400,54,Mechanical
400,Typewriting Machines,original,1995,238,400,400,59,Mechanical
401,Coating Implements with Material Supply,original,1995,87,401,500,12,Chemical
402,Binder Device Releasably Engaging Aperture or Notch of Sheet,original,1995,29,402,500,59,Mechanical
403,Joints and Connections,original,1995,170,403,500,67,Others
404,"Road Structure, Process, or Apparatus",original,1995,137,404,500,69,Others
405,Hydraulic and Earth Engineering,original,1995,269,405,500,64,Others
406,Conveyors:  Fluid Current,original,1995,22,406,500,59,Mechanical
407,"Cutters, for Shaping",original,1995,26,407,500,51,Mechanical
408,Cutting by Use of Rotating Axially Moving Tool,original,1995,105,408,500,51,Mechanical
409,"Gear Cutting, Milling, or Planing",original,1995,71,409,500,51,Mechanical
410,Freight Accommodation On Freight Carrier,original,1995,52,410,500,55,Mechanical
411,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",original,1995,157,411,500,59,Mechanical
412,Bookbinding: Process and Apparatus,original,1995,22,412,500,69,Others
413,Sheet Metal Container Making,original,1995,1,413,500,52,Mechanical
414,Material or Article Handling,original,1995,465,414,500,51,Mechanical
415,Rotary Kinetic Fluid Motors or Pumps,original,1995,186,415,500,53,Mechanical
416,"Fluid Reaction Surfaces (i.e., Impellers)",original,1995,158,416,500,19,Chemical
417,Pumps,original,1995,310,417,500,53,Mechanical
418,Rotary Expansible Chamber Devices,original,1995,145,418,500,53,Mechanical
419,Powder Metallurgy Processes,original,1995,106,419,500,52,Mechanical
420,Alloys or Metallic Compositions,original,1995,80,420,500,52,Mechanical
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",original,1995,640,422,500,19,Chemical
423,Chemistry of Inorganic Compounds,original,1995,426,423,500,19,Chemical
424,"Drug, Bio-Affecting and Body Treating Compositions",original,1995,1368,424,500,31,Drugs & Medical
425,Plastic Article or Earthenware Shaping or Treating: Apparatus,original,1995,361,425,500,51,Mechanical
426,"Food or Edible Material:  Processes, Compositions, and Products",original,1995,584,426,500,61,Others
427,Coating Processes,original,1995,781,427,500,12,Chemical
428,Stock Material or Miscellaneous Articles,original,1995,1981,428,500,69,Others
429,"Chemistry:  Electrical Current Producing Apparatus, Product, and Process",original,1995,444,429,500,45,Electrical & Electronic
430,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",original,1995,1464,430,500,19,Chemical
431,Combustion,original,1995,182,431,500,66,Others
432,Heating,original,1995,48,432,500,66,Others
433,Dentistry,original,1995,211,433,500,39,Drugs & Medical
434,Education and Demonstration,original,1995,181,434,500,69,Others
435,Chemistry: Molecular Biology and Microbiology,original,1995,1498,435,500,33,Drugs & Medical
436,Chemistry: Analytical and Immunological Testing,original,1995,317,436,500,19,Chemical
438,Semiconductor Device Manufacturing: Process,original,1995,1484,438,500,46,Electrical & Electronic
439,Electrical Connectors,original,1995,935,439,500,41,Electrical & Electronic
440,Marine Propulsion,original,1995,133,440,500,55,Mechanical
441,"Buoys, Rafts, and Aquatic Devices",original,1995,81,441,500,69,Others
442,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",original,1995,176,442,500,11,Chemical
445,Electric Lamp or Space Discharge Component or Device Manufacturing,original,1995,44,445,500,42,Electrical & Electronic
446,Amusement Devices:  Toys,original,1995,174,446,500,62,Others
449,Bee Culture,original,1995,2,449,500,61,Others
450,Foundation Garments,original,1995,16,450,500,63,Others
451,Abrading,original,1995,284,451,500,51,Mechanical
452,Butchering,original,1995,86,452,500,61,Others
453,Coin Handling,original,1995,27,453,500,59,Mechanical
454,Ventilation,original,1995,114,454,500,59,Mechanical
455,Telecommunications,original,1995,586,455,500,21,Computers & Communications
460,Crop Threshing or Separating,original,1995,32,460,500,61,Others
462,"Books, Strips, and Leaves for Manifolding",original,1995,12,462,500,69,Others
463,Amusement Devices: Games,original,1995,89,463,500,62,Others
464,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",original,1995,74,464,500,53,Mechanical
470,"Threaded, Headed Fastener, or Washer Making: Process and Apparatus",original,1995,6,470,500,59,Mechanical
472,Amusement Devices,original,1995,44,472,500,62,Others
473,Games Using Tangible Projectile,original,1995,617,473,500,62,Others
474,Endless Belt Power Transmission Systems or Components,original,1995,156,474,500,53,Mechanical
475,Planetary Gear Transmission Systems or Components,original,1995,141,475,500,53,Mechanical
476,Friction Gear Transmission Systems or Components,original,1995,12,476,500,53,Mechanical
477,"Interrelated Power Delivery Controls, Including Engine Control",original,1995,138,477,500,53,Mechanical
482,Exercise Devices,original,1995,326,482,500,59,Mechanical
483,Tool Changing,original,1995,30,483,500,59,Mechanical
492,Roll or Roller,original,1995,31,492,500,59,Mechanical
493,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,original,1995,95,493,500,51,Mechanical
494,Imperforate Bowl:  Centrifugal Separators,original,1995,30,494,500,19,Chemical
501,Compositions: Ceramic,original,1995,235,501,600,19,Chemical
502,"Catalyst, Solid Sorbent, or Support Therefor:  Product or Process of Making",original,1995,317,502,600,19,Chemical
503,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor",original,1995,145,503,600,69,Others
504,Plant Protecting and Regulating Compositions,original,1995,203,504,600,11,Chemical
505,"Superconductor Technology:  Apparatus, Material, Process",original,1995,155,505,600,46,Electrical & Electronic
506,"Combinatorial Chemistry Technology:  Method, Library, Apparatus",original,1995,10,506,600,NA,NA
507,"Earth Boring, Well Treating, and Oil Field Chemistry",original,1995,35,507,600,64,Others
508,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",original,1995,188,508,600,59,Mechanical
510,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",original,1995,350,510,600,19,Chemical
512,Perfume Compositions,original,1995,18,512,600,19,Chemical
514,"Drug, Bio-Affecting and Body Treating Compositions",original,1995,2521,514,600,31,Drugs & Medical
516,Colloid Systems and Wetting Agents; Subcombinations Thereof; Processes Of,original,1995,47,516,600,19,Chemical
518,Chemistry:  Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,original,1995,17,518,600,19,Chemical
520,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,1995,0,520,600,15,Chemical
521,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,1995,213,521,600,15,Chemical
522,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,1995,102,522,600,15,Chemical
523,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,1995,235,523,600,15,Chemical
524,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,1995,768,524,600,15,Chemical
525,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,1995,756,525,600,15,Chemical
526,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,1995,367,526,600,15,Chemical
527,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,1995,6,527,600,15,Chemical
528,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,original,1995,552,528,600,15,Chemical
530,Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,original,1995,297,530,600,15,Chemical
532,Organic Compounds -- Part of the Class 532-570 Series,original,1995,0,532,600,NA,NA
534,Organic Compounds -- Part of the Class 532-570 Series,original,1995,82,534,600,14,Chemical
536,Organic Compounds -- Part of the Class 532-570 Series,original,1995,342,536,600,14,Chemical
540,Organic Compounds -- Part of the Class 532-570 Series,original,1995,158,540,600,14,Chemical
544,Organic Compounds -- Part of the Class 532-570 Series,original,1995,197,544,600,14,Chemical
546,Organic Compounds -- Part of the Class 532-570 Series,original,1995,233,546,600,14,Chemical
548,Organic Compounds -- Part of the Class 532-570 Series,original,1995,289,548,600,14,Chemical
549,Organic Compounds -- Part of the Class 532-570 Series,original,1995,237,549,600,14,Chemical
552,Organic Compounds -- Part of the Class 532-570 Series,original,1995,46,552,600,14,Chemical
554,Organic Compounds -- Part of the Class 532-570 Series,original,1995,89,554,600,14,Chemical
