class,class_title,counts,yr,patents,uspc,ctg,hjt_num,hjt
412,Bookbinding: Process and Apparatus,no_dupl,2007,19,412,500,69,Others
413,Sheet Metal Container Making,no_dupl,2007,9,413,500,52,Mechanical
414,Material or Article Handling,no_dupl,2007,508,414,500,51,Mechanical
415,Rotary Kinetic Fluid Motors or Pumps,no_dupl,2007,486,415,500,53,Mechanical
416,"Fluid Reaction Surfaces (i.e., Impellers)",no_dupl,2007,444,416,500,19,Chemical
417,Pumps,no_dupl,2007,459,417,500,53,Mechanical
418,Rotary Expansible Chamber Devices,no_dupl,2007,172,418,500,53,Mechanical
419,Powder Metallurgy Processes,no_dupl,2007,83,419,500,52,Mechanical
420,Alloys or Metallic Compositions,no_dupl,2007,113,420,500,52,Mechanical
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",no_dupl,2007,1392,422,500,19,Chemical
423,Chemistry of Inorganic Compounds,no_dupl,2007,681,423,500,19,Chemical
424,"Drug, Bio-Affecting and Body Treating Compositions",no_dupl,2007,2960,424,500,31,Drugs & Medical
425,Plastic Article or Earthenware Shaping or Treating: Apparatus,no_dupl,2007,733,425,500,51,Mechanical
426,"Food or Edible Material:  Processes, Compositions, and Products",no_dupl,2007,525,426,500,61,Others
427,Coating Processes,no_dupl,2007,1446,427,500,12,Chemical
428,Stock Material or Miscellaneous Articles,no_dupl,2007,3144,428,500,69,Others
429,"Chemistry:  Electrical Current Producing Apparatus, Product, and Process",no_dupl,2007,969,429,500,45,Electrical & Electronic
430,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",no_dupl,2007,1596,430,500,19,Chemical
431,Combustion,no_dupl,2007,138,431,500,66,Others
432,Heating,no_dupl,2007,63,432,500,66,Others
433,Dentistry,no_dupl,2007,341,433,500,39,Drugs & Medical
434,Education and Demonstration,no_dupl,2007,301,434,500,69,Others
435,Chemistry: Molecular Biology and Microbiology,no_dupl,2007,5195,435,500,33,Drugs & Medical
436,Chemistry: Analytical and Immunological Testing,no_dupl,2007,1103,436,500,19,Chemical
438,Semiconductor Device Manufacturing: Process,no_dupl,2007,6103,438,500,46,Electrical & Electronic
439,Electrical Connectors,no_dupl,2007,2414,439,500,41,Electrical & Electronic
440,Marine Propulsion,no_dupl,2007,225,440,500,55,Mechanical
441,"Buoys, Rafts, and Aquatic Devices",no_dupl,2007,124,441,500,69,Others
442,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",no_dupl,2007,252,442,500,11,Chemical
445,Electric Lamp or Space Discharge Component or Device Manufacturing,no_dupl,2007,220,445,500,42,Electrical & Electronic
446,Amusement Devices:  Toys,no_dupl,2007,234,446,500,62,Others
449,Bee Culture,no_dupl,2007,1,449,500,61,Others
450,Foundation Garments,no_dupl,2007,51,450,500,63,Others
451,Abrading,no_dupl,2007,697,451,500,51,Mechanical
452,Butchering,no_dupl,2007,95,452,500,61,Others
453,Coin Handling,no_dupl,2007,22,453,500,59,Mechanical
454,Ventilation,no_dupl,2007,226,454,500,59,Mechanical
455,Telecommunications,no_dupl,2007,4971,455,500,21,Computers & Communications
460,Crop Threshing or Separating,no_dupl,2007,41,460,500,61,Others
462,"Books, Strips, and Leaves for Manifolding",no_dupl,2007,1,462,500,69,Others
463,Amusement Devices: Games,no_dupl,2007,456,463,500,62,Others
464,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",no_dupl,2007,168,464,500,53,Mechanical
470,"Threaded, Headed Fastener, or Washer Making: Process and Apparatus",no_dupl,2007,17,470,500,59,Mechanical
472,Amusement Devices,no_dupl,2007,61,472,500,62,Others
473,Games Using Tangible Projectile,no_dupl,2007,746,473,500,62,Others
474,Endless Belt Power Transmission Systems or Components,no_dupl,2007,174,474,500,53,Mechanical
475,Planetary Gear Transmission Systems or Components,no_dupl,2007,401,475,500,53,Mechanical
476,Friction Gear Transmission Systems or Components,no_dupl,2007,35,476,500,53,Mechanical
477,"Interrelated Power Delivery Controls, Including Engine Control",no_dupl,2007,272,477,500,53,Mechanical
482,Exercise Devices,no_dupl,2007,394,482,500,59,Mechanical
483,Tool Changing,no_dupl,2007,40,483,500,59,Mechanical
492,Roll or Roller,no_dupl,2007,51,492,500,59,Mechanical
493,Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web,no_dupl,2007,143,493,500,51,Mechanical
494,Imperforate Bowl:  Centrifugal Separators,no_dupl,2007,63,494,500,19,Chemical
501,Compositions: Ceramic,no_dupl,2007,263,501,600,19,Chemical
502,"Catalyst, Solid Sorbent, or Support Therefor:  Product or Process of Making",no_dupl,2007,639,502,600,19,Chemical
503,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor",no_dupl,2007,66,503,600,69,Others
504,Plant Protecting and Regulating Compositions,no_dupl,2007,89,504,600,11,Chemical
505,"Superconductor Technology:  Apparatus, Material, Process",no_dupl,2007,65,505,600,46,Electrical & Electronic
506,"Combinatorial Chemistry Technology:  Method, Library, Apparatus",no_dupl,2007,97,506,600,NA,NA
507,"Earth Boring, Well Treating, and Oil Field Chemistry",no_dupl,2007,162,507,600,64,Others
508,"Solid Anti-Friction Devices, Materials Therefor, Lubricant or Separant Compositions for Moving Solid Surfaces, and Miscellaneous Mineral Oil Compositions",no_dupl,2007,92,508,600,59,Mechanical
510,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",no_dupl,2007,407,510,600,19,Chemical
512,Perfume Compositions,no_dupl,2007,52,512,600,19,Chemical
514,"Drug, Bio-Affecting and Body Treating Compositions",no_dupl,2007,3935,514,600,31,Drugs & Medical
516,Colloid Systems and Wetting Agents; Subcombinations Thereof; Processes Of,no_dupl,2007,89,516,600,19,Chemical
518,Chemistry:  Fischer-Tropsch Processes; or Purification or Recovery of Products Thereof,no_dupl,2007,61,518,600,19,Chemical
520,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,2007,0,520,600,15,Chemical
521,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,2007,173,521,600,15,Chemical
522,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,2007,189,522,600,15,Chemical
523,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,2007,408,523,600,15,Chemical
524,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,2007,1136,524,600,15,Chemical
525,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,2007,958,525,600,15,Chemical
526,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,2007,698,526,600,15,Chemical
527,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,2007,10,527,600,15,Chemical
528,Synthetic Resins or Natural Rubbers -- Part of the Class 520 Series,no_dupl,2007,741,528,600,15,Chemical
530,Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof,no_dupl,2007,2330,530,600,15,Chemical
532,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,0,532,600,NA,NA
534,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,83,534,600,14,Chemical
536,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,2345,536,600,14,Chemical
540,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,398,540,600,14,Chemical
544,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,1139,544,600,14,Chemical
546,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,1143,546,600,14,Chemical
548,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,1134,548,600,14,Chemical
549,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,511,549,600,14,Chemical
552,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,82,552,600,14,Chemical
554,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,75,554,600,14,Chemical
556,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,268,556,600,14,Chemical
558,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,177,558,600,14,Chemical
560,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,371,560,600,14,Chemical
562,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,362,562,600,14,Chemical
564,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,456,564,600,14,Chemical
568,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,419,568,600,14,Chemical
570,Organic Compounds -- Part of the Class 532-570 Series,no_dupl,2007,89,570,600,14,Chemical
585,Chemistry of Hydrocarbon Compounds,no_dupl,2007,343,585,600,19,Chemical
588,Hazardous or Toxic Waste Destruction or Containment,no_dupl,2007,62,588,600,19,Chemical
600,Surgery,no_dupl,2007,1908,600,600,32,Drugs & Medical
601,Surgery: Kinesitherapy,no_dupl,2007,192,601,700,32,Drugs & Medical
602,"Surgery: Splint, Brace, or Bandage",no_dupl,2007,168,602,700,32,Drugs & Medical
604,Surgery,no_dupl,2007,1127,604,700,32,Drugs & Medical
606,Surgery,no_dupl,2007,1342,606,700,32,Drugs & Medical
607,"Surgery: Light, Thermal, and Electrical Application",no_dupl,2007,966,607,700,32,Drugs & Medical
623,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",no_dupl,2007,741,623,700,39,Drugs & Medical
700,Data Processing:  Generic Control Systems or Specific Applications,no_dupl,2007,1710,700,700,22,Computers & Communications
701,"Data Processing: Vehicles, Navigation, and Relative Location",no_dupl,2007,1860,701,800,22,Computers & Communications
702,"Data Processing: Measuring, Calibrating, or Testing",no_dupl,2007,2245,702,800,22,Computers & Communications
703,"Data Processing:  Structural Design, Modeling, Simulation, and Emulation",no_dupl,2007,787,703,800,NA,NA
704,"Data Processing: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression",no_dupl,2007,1142,704,800,22,Computers & Communications
705,"Data Processing: Financial, Business Practice, Management, or Cost/Price Determination",no_dupl,2007,1945,705,800,22,Computers & Communications
706,Data Processing: Artificial Intelligence,no_dupl,2007,343,706,800,22,Computers & Communications
707,Data Processing:  Database and File Management or Data Structures,no_dupl,2007,3464,707,800,22,Computers & Communications
708,Electrical Computers:  Arithmetic Processing and Calculating,no_dupl,2007,410,708,800,22,Computers & Communications
709,Electrical Computers and Digital Processing Systems:  Multicomputer Data Transferring,no_dupl,2007,4313,709,800,22,Computers & Communications
710,Electrical Computers and Digital Data Processing Systems:  Input/Output,no_dupl,2007,1489,710,800,22,Computers & Communications
711,Electrical Computers and Digital Processing Systems: Memory,no_dupl,2007,2297,711,800,24,Computers & Communications
712,"Electrical Computers and Digital Processing Systems:  Processing Architectures and Instruction Processing (e.g., Processors)",no_dupl,2007,795,712,800,22,Computers & Communications
713,Electrical Computers and Digital Processing Systems:  Support,no_dupl,2007,2789,713,800,22,Computers & Communications
714,Error Detection/Correction and Fault Detection/Recovery,no_dupl,2007,3417,714,800,22,Computers & Communications
715,"Data Processing:  Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing",no_dupl,2007,1764,715,800,NA,NA
716,Computer-Aided Design and Analysis of Circuits and Semiconductor Masks,no_dupl,2007,965,716,800,NA,NA
717,"Data Processing: Software Development, Installation, and Management",no_dupl,2007,1132,717,800,NA,NA
718,Electrical Computers and Digital Processing Systems: Virtual Machine Task or Process Management or Task Management/Control,no_dupl,2007,448,718,800,NA,NA
719,Electrical Computers and Digital Processing Systems: Interprogram Communication or Interprocess Communication (Ipc),no_dupl,2007,456,719,800,NA,NA
720,Dynamic Optical Information Storage or Retrieval,no_dupl,2007,293,720,800,NA,NA
725,Interactive Video Distribution Systems,no_dupl,2007,568,725,800,NA,NA
726,Information Security,no_dupl,2007,1150,726,800,NA,NA
800,Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes,no_dupl,2007,907,800,800,33,Drugs & Medical
850,"Scanning-Probe Techniques or Apparatus; Applications of Scanning-Probe Techniques, e.g., Scanning Probe Microscopy [Spm]",no_dupl,2007,3,850,900,NA,NA
901,Robots,no_dupl,2007,165,901,1000,NA,NA
902,Electronic Funds Transfer,no_dupl,2007,72,902,1000,NA,NA
903,Hybrid Electric Vehicles (Hevs),no_dupl,2007,91,903,1000,NA,NA
930,Peptide or Protein Sequence,no_dupl,2007,23,930,1000,NA,NA
968,Horology,no_dupl,2007,1,968,1000,NA,NA
976,Nuclear Technology,no_dupl,2007,4,976,1000,NA,NA
977,Nanotechnology,no_dupl,2007,352,977,1000,NA,NA
984,Musical Instruments,no_dupl,2007,2,984,1000,NA,NA
987,"Organic Compounds Containing a Bi, Sb, As, or P Atom or Containing a Metal Atom of the 6th To 8th Group of the Periodic System",no_dupl,2007,0,987,1000,NA,NA
D01,Edible Products,no_dupl,2007,64,NA,other,NA,NA
D02,Apparel and Haberdashery,no_dupl,2007,987,NA,other,NA,NA
D03,Travel Goods and Personal Belongings,no_dupl,2007,718,NA,other,NA,NA
D04,Brushware,no_dupl,2007,168,NA,other,NA,NA
D05,Textile or Paper Yard Goods; Sheet Material,no_dupl,2007,87,NA,other,NA,NA
D06,Furnishings,no_dupl,2007,2167,NA,other,NA,NA
D07,Equipment for Preparing or Serving Food or Drink Not Elsewhere Specified,no_dupl,2007,1476,NA,other,NA,NA
D08,Tools and Hardware,no_dupl,2007,1665,NA,other,NA,NA
D09,Packages and Containers for Goods,no_dupl,2007,1487,NA,other,NA,NA
D10,"Measuring, Testing, or Signalling Instruments",no_dupl,2007,798,NA,other,NA,NA
D11,"Jewelry, Symbolic Insignia, and Ornaments",no_dupl,2007,515,NA,other,NA,NA
D12,Transportation,no_dupl,2007,1532,NA,other,NA,NA
D13,"Equipment for Production, Distribution, or Transformation of Energy",no_dupl,2007,1109,NA,other,NA,NA
D14,"Recording, Communication, or Information Retrieval Equipment",no_dupl,2007,2922,NA,other,NA,NA
D15,Machines Not Elsewhere Specified,no_dupl,2007,694,NA,other,NA,NA
D16,Photography and Optical Equipment,no_dupl,2007,717,NA,other,NA,NA
D17,Musical Instruments,no_dupl,2007,66,NA,other,NA,NA
D18,Printing and Office Machinery,no_dupl,2007,418,NA,other,NA,NA
D19,Office Supplies;  Artists' and Teachers' Materials,no_dupl,2007,484,NA,other,NA,NA
D20,Sales and Advertising Equipment,no_dupl,2007,144,NA,other,NA,NA
D21,"Games, Toys, and Sports Goods",no_dupl,2007,1092,NA,other,NA,NA
D22,"Arms, Pyrotechnics, Hunting and Fishing Equipment",no_dupl,2007,191,NA,other,NA,NA
D23,Environmental Heating and Cooling; Fluid Handling and Sanitary Equipment,no_dupl,2007,1374,NA,other,NA,NA
D24,Medical and Laboratory Equipment,no_dupl,2007,1016,NA,other,NA,NA
D25,Building Units and Construction Elements,no_dupl,2007,448,NA,other,NA,NA
D26,Lighting,no_dupl,2007,1197,NA,other,NA,NA
D27,Tobacco and Smokers' Supplies,no_dupl,2007,124,NA,other,NA,NA
D28,Cosmetic Products and Toilet Articles,no_dupl,2007,341,NA,other,NA,NA
D29,"Equipment for Safety, Protection, and Rescue",no_dupl,2007,153,NA,other,NA,NA
D30,Animal Husbandry,no_dupl,2007,225,NA,other,NA,NA
D32,"Washing, Cleaning, or Drying Machine",no_dupl,2007,541,NA,other,NA,NA
D34,Material or Article Handling Equipment,no_dupl,2007,389,NA,other,NA,NA
D99,Miscellaneous,no_dupl,2007,45,NA,other,NA,NA
G9B,Information Storage Based On Relative Movement Between Record Carrier and Transducer,no_dupl,2007,4065,NA,other,NA,NA
PLT,Plants,no_dupl,2007,1047,NA,other,NA,NA
002,Apparel,original,2008,220,2,100,63,Others
004,"Baths, Closets, Sinks, and Spittoons",original,2008,138,4,100,65,Others
005,Beds,original,2008,350,5,100,65,Others
007,Compound Tools,original,2008,10,7,100,59,Mechanical
008,Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers,original,2008,180,8,100,11,Chemical
012,Boot and Shoe Making,original,2008,11,12,100,63,Others
014,Bridges,original,2008,32,14,100,69,Others
015,"Brushing, Scrubbing, and General Cleaning",original,2008,392,15,100,69,Others
016,"Miscellaneous Hardware (e.g., Bushing, Carpet Fastener, Caster, Door Closer, Panel Hanger, Attachable or Adjunct Handle, Hinge, Window Sash Balance, Etc.)",original,2008,145,16,100,59,Mechanical
019,Textiles:  Fiber Preparation,original,2008,27,19,100,11,Chemical
023,Chemistry: Physical Processes,original,2008,7,23,100,19,Chemical
024,"Buckles, Buttons, Clasps, Etc.",original,2008,200,24,100,63,Others
026,Textiles: Cloth Finishing,original,2008,4,26,100,63,Others
027,Undertaking,original,2008,33,27,100,69,Others
028,Textiles:  Manufacturing,original,2008,39,28,100,63,Others
029,Metal Working,original,2008,1034,29,100,52,Mechanical
030,Cutlery,original,2008,164,30,100,65,Others
033,Geometrical Instruments,original,2008,382,33,100,69,Others
034,Drying and Gas or Vapor Contact with Solids,original,2008,157,34,100,19,Chemical
036,"Boots, Shoes, and Leggings",original,2008,208,36,100,63,Others
037,Excavating,original,2008,43,37,100,64,Others
038,Textiles:  Ironing or Smoothing,original,2008,26,38,100,63,Others
040,"Card, Picture, or Sign Exhibiting",original,2008,221,40,100,69,Others
042,Firearms,original,2008,135,42,100,59,Mechanical
043,"Fishing, Trapping, and Vermin Destroying",original,2008,130,43,100,61,Others
044,Fuel and Related Compositions,original,2008,66,44,100,19,Chemical
047,Plant Husbandry,original,2008,49,47,100,61,Others
048,Gas: Heating and Illuminating,original,2008,69,48,100,13,Chemical
049,Movable or Removable Closures,original,2008,88,49,100,59,Mechanical
051,"Abrasive Tool Making Process, Material, or Composition",original,2008,29,51,100,59,Mechanical
052,"Static Structures (e.g., Buildings)",original,2008,400,52,100,69,Others
053,Package Making,original,2008,360,53,100,68,Others
054,Harness for Working Animal,original,2008,25,54,100,69,Others
055,Gas Separation,original,2008,253,55,100,13,Chemical
056,Harvesters,original,2008,142,56,100,61,Others
057,"Textiles:  Spinning, Twisting, and Twining",original,2008,57,57,100,63,Others
059,"Chain, Staple, and Horseshoe Making",original,2008,34,59,100,69,Others
060,Power Plants,original,2008,707,60,100,45,Electrical & Electronic
062,Refrigeration,original,2008,564,62,100,69,Others
063,Jewelry,original,2008,37,63,100,69,Others
065,Glass Manufacturing,original,2008,103,65,100,51,Mechanical
066,Textiles:  Knitting,original,2008,49,66,100,63,Others
068,Textiles:  Fluid Treating Apparatus,original,2008,93,68,100,63,Others
069,Leather Manufactures,original,2008,1,69,100,63,Others
070,Locks,original,2008,205,70,100,65,Others
071,Chemistry: Fertilizers,original,2008,14,71,100,11,Chemical
072,Metal Deforming,original,2008,308,72,100,52,Mechanical
073,Measuring and Testing,original,2008,1918,73,100,43,Electrical & Electronic
074,Machine Element or Mechanism,original,2008,340,74,100,59,Mechanical
075,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",original,2008,123,75,100,52,Mechanical
076,"Metal Tools and Implements, Making",original,2008,8,76,100,52,Mechanical
079,Button Making,original,2008,0,79,100,63,Others
081,Tools,original,2008,205,81,100,59,Mechanical
082,Turning,original,2008,38,82,100,51,Mechanical
083,Cutting,original,2008,144,83,100,51,Mechanical
084,Music,original,2008,425,84,100,69,Others
086,Ammunition and Explosive-Charge Making,original,2008,14,86,100,59,Mechanical
087,"Textiles: Braiding, Netting, and Lace Making",original,2008,7,87,100,63,Others
089,Ordnance,original,2008,104,89,100,59,Mechanical
091,Motors: Expansible Chamber Type,original,2008,48,91,100,53,Mechanical
092,Expansible Chamber Devices,original,2008,103,92,100,53,Mechanical
095,Gas Separation:  Processes,original,2008,213,95,100,13,Chemical
096,Gas Separation:  Apparatus,original,2008,151,96,100,13,Chemical
099,Foods and Beverages: Apparatus,original,2008,169,99,100,61,Others
100,Presses,original,2008,97,100,100,59,Mechanical
101,Printing,original,2008,201,101,200,69,Others
102,Ammunition and Explosives,original,2008,141,102,200,19,Chemical
104,Railways,original,2008,51,104,200,55,Mechanical
105,Railway Rolling Stock,original,2008,47,105,200,55,Mechanical
106,Compositions:  Coating or Plastic,original,2008,365,106,200,12,Chemical
108,Horizontally Supported Planar Surfaces,original,2008,71,108,200,69,Others
109,"Safes, Bank Protection, or a Related Device",original,2008,7,109,200,69,Others
110,Furnaces,original,2008,32,110,200,66,Others
111,Planting,original,2008,59,111,200,61,Others
112,Sewing,original,2008,78,112,200,63,Others
114,Ships,original,2008,259,114,200,55,Mechanical
116,Signals and Indicators,original,2008,57,116,200,69,Others
117,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",original,2008,221,117,200,19,Chemical
118,Coating Apparatus,original,2008,256,118,200,12,Chemical
119,Animal Husbandry,original,2008,234,119,200,61,Others
122,Liquid Heaters and Vaporizers,original,2008,52,122,200,66,Others
123,Internal-Combustion Engines,original,2008,1513,123,200,53,Mechanical
124,Mechanical Guns and Projectors,original,2008,76,124,200,59,Mechanical
125,Stone Working,original,2008,30,125,200,51,Mechanical
126,Stoves and Furnaces,original,2008,62,126,200,66,Others
127,"Sugar, Starch, and Carbohydrates",original,2008,5,127,200,11,Chemical
128,Surgery,original,2008,302,128,200,32,Drugs & Medical
131,Tobacco,original,2008,34,131,200,61,Others
132,Toilet,original,2008,72,132,200,65,Others
134,Cleaning and Liquid Contact with Solids,original,2008,267,134,200,69,Others
135,"Tent, Canopy, Umbrella, or Cane",original,2008,90,135,200,69,Others
136,Batteries:  Thermoelectric and Photoelectric,original,2008,60,136,200,45,Electrical & Electronic
137,Fluid Handling,original,2008,443,137,200,69,Others
138,Pipes and Tubular Conduits,original,2008,90,138,200,67,Others
139,Textiles:  Weaving,original,2008,56,139,200,63,Others
140,Wireworking,original,2008,19,140,200,52,Mechanical
141,"Fluent Material Handling, with Receiver or Receiver Coacting Means",original,2008,133,141,200,51,Mechanical
142,Wood Turning,original,2008,0,142,200,51,Mechanical
144,Woodworking,original,2008,83,144,200,51,Mechanical
147,Coopering,original,2008,0,147,200,52,Mechanical
148,Metal Treatment,original,2008,202,148,200,52,Mechanical
149,Explosive and Thermic Compositions or Charges,original,2008,8,149,200,19,Chemical
150,"Purses, Wallets, and Protective Covers",original,2008,10,150,200,69,Others
152,Resilient Tires and Wheels,original,2008,125,152,200,55,Mechanical
156,Adhesive Bonding and Miscellaneous Chemical Manufacture,original,2008,555,156,200,19,Chemical
157,Wheelwright Machines,original,2008,18,157,200,59,Mechanical
159,Concentrating Evaporators,original,2008,4,159,200,19,Chemical
160,"Flexible or Portable Closure, Partition, or Panel",original,2008,98,160,200,69,Others
162,Paper Making and Fiber Liberation,original,2008,200,162,200,19,Chemical
163,Needle and Pin Making,original,2008,0,163,200,52,Mechanical
164,Metal Founding,original,2008,104,164,200,52,Mechanical
165,Heat Exchange,original,2008,253,165,200,66,Others
166,Wells,original,2008,745,166,200,64,Others
168,Farriery,original,2008,6,168,200,69,Others
169,Fire Extinguishers,original,2008,50,169,200,69,Others
171,Unearthing Plants or Buried Objects,original,2008,1,171,200,64,Others
172,Earth Working,original,2008,37,172,200,64,Others
173,Tool Driving or Impacting,original,2008,109,173,200,51,Mechanical
174,Electricity:  Conductors and Insulators,original,2008,628,174,200,41,Electrical & Electronic
175,Boring or Penetrating the Earth,original,2008,280,175,200,64,Others
177,Weighing Scales,original,2008,69,177,200,69,Others
178,Telegraphy,original,2008,2,178,200,21,Computers & Communications
180,Motor Vehicles,original,2008,610,180,200,55,Mechanical
181,Acoustics,original,2008,142,181,200,69,Others
182,"Fire Escape, Ladder, or Scaffold",original,2008,47,182,200,65,Others
184,Lubrication,original,2008,31,184,200,59,Mechanical
185,"Motors:  Spring, Weight, or Animal Powered",original,2008,0,185,200,53,Mechanical
186,Merchandising,original,2008,3,186,200,69,Others
187,"Elevator, Industrial Lift Truck, or Stationary Lift for Vehicle",original,2008,130,187,200,55,Mechanical
188,Brakes,original,2008,240,188,200,53,Mechanical
190,Trunks and Hand-Carried Luggage,original,2008,21,190,200,69,Others
191,Electricity:  Transmission To Vehicles,original,2008,2,191,200,49,Electrical & Electronic
192,Clutches and Power-Stop Control,original,2008,174,192,200,53,Mechanical
193,"Conveyors, Chutes, Skids, Guides, and Ways",original,2008,15,193,200,59,Mechanical
194,Check-Actuated Control Mechanisms,original,2008,18,194,200,59,Mechanical
196,Mineral Oils: Apparatus,original,2008,2,196,200,19,Chemical
198,Conveyors:  Power-Driven,original,2008,334,198,200,59,Mechanical
199,Type Casting,original,2008,0,199,200,69,Others
200,Electricity:  Circuit Makers and Breakers,original,2008,326,200,200,41,Electrical & Electronic
201,"Distillation: Processes, Thermolytic",original,2008,5,201,300,19,Chemical
202,Distillation: Apparatus,original,2008,21,202,300,19,Chemical
203,"Distillation: Processes, Separatory",original,2008,33,203,300,19,Chemical
204,Chemistry:  Electrical and Wave Energy,original,2008,317,204,300,19,Chemical
205,"Electrolysis:  Processes, Compositions Used Therein, and Methods of Preparing the Compositions",original,2008,178,205,300,19,Chemical
206,Special Receptacle or Package,original,2008,529,206,300,68,Others
208,Mineral Oils: Processes and Products,original,2008,163,208,300,19,Chemical
209,"Classifying, Separating, and Assorting Solids",original,2008,145,209,300,51,Mechanical
210,Liquid Purification or Separation,original,2008,931,210,300,19,Chemical
211,Supports:  Racks,original,2008,112,211,300,65,Others
212,Traversing Hoists,original,2008,45,212,300,59,Mechanical
213,Railway Draft Appliances,original,2008,10,213,300,55,Mechanical
215,Bottles and Jars,original,2008,70,215,300,68,Others
216,Etching a Substrate:  Processes,original,2008,233,216,300,19,Chemical
217,Wooden Receptacles,original,2008,2,217,300,68,Others
218,High-Voltage Switches with Arc Preventing or Extinguishing Devices,original,2008,14,218,300,49,Electrical & Electronic
219,Electric Heating,original,2008,579,219,300,49,Electrical & Electronic
220,Receptacles,original,2008,187,220,300,68,Others
221,Article Dispensing,original,2008,81,221,300,51,Mechanical
222,Dispensing,original,2008,238,222,300,19,Chemical
223,Apparel Apparatus,original,2008,43,223,300,63,Others
224,Package and Article Carriers,original,2008,85,224,300,68,Others
225,Severing by Tearing or Breaking,original,2008,12,225,300,51,Mechanical
226,Advancing Material of Indeterminate Length,original,2008,18,226,300,51,Mechanical
227,Elongated-Member-Driving Apparatus,original,2008,145,227,300,59,Mechanical
228,Metal Fusion Bonding,original,2008,199,228,300,52,Mechanical
229,"Envelopes, Wrappers, and Paperboard Boxes",original,2008,77,229,300,68,Others
231,Whips and Whip Apparatus,original,2008,3,231,300,69,Others
232,Deposit and Collection Receptacles,original,2008,42,232,300,68,Others
234,"Selective Cutting (e.g., Punching)",original,2008,3,234,300,51,Mechanical
235,Registers,original,2008,1085,235,300,59,Mechanical
236,Automatic Temperature and Humidity Regulation,original,2008,41,236,300,69,Others
237,Heating Systems,original,2008,11,237,300,66,Others
238,Railways:  Surface Track,original,2008,14,238,300,55,Mechanical
239,"Fluid Sprinkling, Spraying, and Diffusing",original,2008,297,239,300,59,Mechanical
241,Solid Material Comminution or Disintegration,original,2008,190,241,300,51,Mechanical
242,"Winding, Tensioning, or Guiding",original,2008,291,242,300,51,Mechanical
244,Aeronautics and Astronautics,original,2008,281,244,300,55,Mechanical
245,Wire Fabrics and Structure,original,2008,1,245,300,69,Others
246,Railway Switches and Signals,original,2008,19,246,300,55,Mechanical
248,Supports,original,2008,420,248,300,69,Others
249,Static Molds,original,2008,23,249,300,69,Others
250,Radiant Energy,original,2008,2213,250,300,44,Electrical & Electronic
251,Valves and Valve Actuation,original,2008,179,251,300,53,Mechanical
252,Compositions,original,2008,435,252,300,19,Chemical
254,Implements or Apparatus for Applying Pushing or Pulling Force,original,2008,138,254,300,59,Mechanical
256,Fences,original,2008,48,256,300,65,Others
